CustomerKey,CustomerAlternateKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine,Phone,DateFirstPurchase,CommuteDistance,CountryName,StateName,PostalCode,City
28811,AW00028811,Caleb,Phillips,Caleb Phillips,2/12/77,M,M,caleb35@adventure-works.com,40000,1,0,Graduate Degree,Skilled Manual,0,0,2929 Marie Dr.,513-555-0150,2/12/08,0-1 Miles,United States,California,91932,Imperial Beach
21399,AW00021399,Ian,Hughes,Ian Hughes,11/25/79,M,M,ian52@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,3162 Chaucer Drive,240-555-0189,5/1/08,5-10 Miles,United States,California,91364,Woodland Hills
12488,AW00012488,Jay,Garcia,Jay Garcia,5/12/67,S,M,jay21@adventure-works.com,20000,3,3,High School,Manual,1,2,"95, avenue de l´ Union Centrale",1 (11) 500 555-0166,3/23/08,0-1 Miles,France,Yveline,78100,Saint Germain en Laye
29265,AW00029265,Marissa,Diaz,Marissa Diaz,11/8/40,S,F,marissa17@adventure-works.com,90000,4,0,Bachelors,Management,0,2,6272 Maywood Ln,390-555-0145,1/31/06,1-2 Miles,United States,California,94015,Daly City
25974,AW00025974,Noah,Jai,Noah Jai,4/5/67,M,M,noah26@adventure-works.com,70000,4,2,Bachelors,Professional,1,2,1082 Crivello Avenue,452-555-0118,12/21/05,2-5 Miles,United States,California,91203,Glendale
20309,AW00020309,Cristina,Sharma,Cristina Sharma,11/11/48,M,F,cristina9@adventure-works.com,10000,5,0,High School,Skilled Manual,1,4,7709 Atchinson Stage Ct.,1 (11) 500 555-0166,7/7/08,5-10 Miles,Australia,New South Wales,2036,Malabar
25761,AW00025761,Shish,Shridhar,Shish Shridhar,6/13/72,S,F,shish0@adventure-works.com,30000,1,0,Bachelors,Clerical,1,0,886 Panoramic Drive,715-555-0100,10/4/07,1-2 Miles,United Kingdom,England,GA10,Gateshead
26695,AW00026695,Jocelyn,Diaz,Jocelyn Diaz,9/14/60,M,F,jocelyn21@adventure-works.com,80000,3,0,Partial College,Professional,1,2,4444 Acardia Pl,549-555-0150,1/5/07,2-5 Miles,United States,California,91950,Lincoln Acres
11058,AW00011058,Marc,Diaz,Marc Diaz,4/27/58,M,M,marc6@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,6645 Sinaloa,1 (11) 500 555-0149,9/9/05,1-2 Miles,Australia,South Australia,5023,Findon
25642,AW00025642,Jon,Rai,Jon Rai,3/12/69,M,M,jon14@adventure-works.com,40000,1,0,Bachelors,Skilled Manual,1,0,9088 Ironwood Way,1 (11) 500 555-0143,8/28/07,0-1 Miles,United Kingdom,England,C2H 7AU,London
29119,AW00029119,Lee,Oliver,Lee Oliver,10/13/62,S,M,lee20@adventure-works.com,100000,1,0,Bachelors,Management,0,3,2345 Firestone Drive,1 (11) 500 555-0189,5/3/08,0-1 Miles,Australia,New South Wales,2036,Malabar
18527,AW00018527,Jonathan,Baker,Jonathan Baker,8/28/66,M,M,jonathan45@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,1560 Harbor View Drive,110-555-0142,6/1/08,2-5 Miles,United States,Washington,98403,Tacoma
16016,AW00016016,Bradley,She,Bradley She,8/12/48,M,M,bradley3@adventure-works.com,20000,4,0,High School,Skilled Manual,1,2,8728 Argyll Ave.,1 (11) 500 555-0130,1/4/08,5-10 Miles,Australia,Victoria,3198,Seaford
22028,AW00022028,Jodi,Shen,Jodi Shen,11/22/43,M,F,jodi2@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,6951 Harmony Way,1 (11) 500 555-0159,8/6/07,5-10 Miles,Australia,Tasmania,7001,Hobart
27457,AW00027457,Elizabeth,Walker,Elizabeth Walker,6/7/72,S,F,elizabeth27@adventure-works.com,100000,2,0,Bachelors,Management,0,3,4348 Lilac Circle,391-555-0152,3/1/08,1-2 Miles,United States,Oregon,97045,Oregon City
13365,AW00013365,Luke,Shan,Luke Shan,9/25/50,M,M,luke20@adventure-works.com,70000,4,1,Bachelors,Management,1,1,2278 Rosa,290-555-0119,3/14/08,1-2 Miles,United States,California,94519,Concord
17659,AW00017659,Jodi,Tang,Jodi Tang,7/7/70,S,F,jodi4@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,1,0,5684 San Marino Ct.,181-555-0185,2/5/08,1-2 Miles,United States,Washington,98168,Burien
29164,AW00029164,Jennifer,James,Jennifer James,9/23/63,M,F,jennifer70@adventure-works.com,60000,4,3,Bachelors,Professional,1,0,3416 Cunha Ct,333-555-0121,12/11/07,2-5 Miles,United States,Oregon,97045,Oregon City
21331,AW00021331,Timothy,James,Timothy James,3/10/58,S,M,timothy9@adventure-works.com,60000,2,0,Partial High School,Skilled Manual,1,2,4797 Sea Point Way,811-555-0154,2/4/07,5-10 Miles,Canada,British Columbia,V7L 4J4,N. Vancouver
19278,AW00019278,Willie,Sun,Willie Sun,7/13/64,S,M,willie11@adventure-works.com,20000,1,1,Partial College,Manual,0,0,551 Thors Bay Road,1 (11) 500 555-0149,9/9/06,0-1 Miles,United Kingdom,England,GA10,Gateshead
16912,AW00016912,Dalton,Patterson,Dalton Patterson,3/7/44,M,M,dalton56@adventure-works.com,90000,5,0,Bachelors,Management,0,2,6670 Brook St.,164-555-0118,5/29/08,1-2 Miles,United States,Washington,98501,Olympia
23302,AW00023302,Fernando,Walker,Fernando Walker,6/16/83,S,M,fernando21@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,2265 Park Glen Court,218-555-0189,2/19/08,1-2 Miles,United States,Washington,98366,Port Orchard
22552,AW00022552,Andrea,Rusko,Andrea Rusko,9/9/66,S,F,andrea0@adventure-works.com,20000,1,0,Graduate Degree,Clerical,0,0,"4, avenue des Ternes",587-555-0100,12/30/07,0-1 Miles,France,Seine Saint Denis,93500,Pantin
29039,AW00029039,Xavier,Hayes,Xavier Hayes,10/26/73,S,M,xavier63@adventure-works.com,70000,5,5,Graduate Degree,Professional,0,2,2652 Eastgate,782-555-0135,5/1/08,0-1 Miles,United States,Washington,99202,Spokane
19872,AW00019872,Faith,Foster,Faith Foster,3/26/54,M,F,faith15@adventure-works.com,40000,2,1,Partial High School,Skilled Manual,0,2,2076 Westover Dr,201-555-0197,7/20/08,2-5 Miles,Canada,British Columbia,V8Y 1L1,Cliffside
16970,AW00016970,Katherine,Foster,Katherine Foster,8/16/71,S,F,katherine42@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,1,7479 Ellis Street,554-555-0116,10/14/07,2-5 Miles,United States,Washington,98052,Redmond
18486,AW00018486,Kari,Torres,Kari Torres,12/6/60,S,F,kari32@adventure-works.com,70000,2,0,High School,Skilled Manual,1,2,4006 Jane Ct,1 (11) 500 555-0140,12/3/05,5-10 Miles,Australia,New South Wales,2065,St. Leonards
18517,AW00018517,Tristan,Diaz,Tristan Diaz,3/6/69,M,M,tristan21@adventure-works.com,100000,3,1,Bachelors,Management,1,4,1781 Old Mt. View Drive,343-555-0184,3/19/08,0-1 Miles,United States,Washington,98027,Issaquah
13331,AW00013331,Lauren,Diaz,Lauren Diaz,11/22/43,M,F,lauren68@adventure-works.com,130000,2,3,Bachelors,Management,1,4,6951 Harmony Way,184-555-0123,1/13/08,0-1 Miles,United States,California,91932,Imperial Beach
20759,AW00020759,Teresa,Serrano,Teresa Serrano,5/20/60,M,F,teresa17@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,2888 Woodbury Place,687-555-0112,12/22/07,0-1 Miles,United States,California,90210,Beverly Hills
24328,AW00024328,Melissa,Simmons,Melissa Simmons,5/7/68,S,F,melissa10@adventure-works.com,60000,4,2,Bachelors,Skilled Manual,0,2,1955 Sequoia Drive,341-555-0151,6/19/08,0-1 Miles,United States,California,91950,National City
15001,AW00015001,Autumn,Lu,Autumn Lu,3/3/77,S,F,autumn10@adventure-works.com,10000,0,0,Partial High School,Manual,0,2,Auf dem Ufer 764,1 (11) 500 555-0113,1/20/08,1-2 Miles,Germany,Saarland,14197,Berlin
20999,AW00020999,Carolyn,Garcia,Carolyn Garcia,4/27/82,M,F,carolyn14@adventure-works.com,20000,0,0,Bachelors,Clerical,1,0,5587 Esperanza,1 (11) 500 555-0136,7/6/06,0-1 Miles,Australia,Queensland,4169,East Brisbane
16973,AW00016973,Katherine,Collins,Katherine Collins,3/27/71,S,F,katherine51@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,1,1,8422 Castle Rock,610-555-0182,10/18/07,2-5 Miles,United States,California,90706,Bellflower
15324,AW00015324,Renee,Serrano,Renee Serrano,5/21/52,M,F,renee14@adventure-works.com,40000,2,1,High School,Professional,0,2,8871 Likins Ave.,506-555-0117,6/19/08,2-5 Miles,United States,New York,10917,Central Valley
16265,AW00016265,Julie,Goel,Julie Goel,6/19/70,M,F,julie21@adventure-works.com,30000,1,1,Bachelors,Clerical,1,1,"48, rue Montcalm",1 (11) 500 555-0151,4/4/08,2-5 Miles,France,Seine Saint Denis,93000,Bobigny
26201,AW00026201,Dalton,Watson,Dalton Watson,10/22/72,S,M,dalton70@adventure-works.com,80000,0,0,Bachelors,Management,1,1,6790 Falcon Dr.,511-555-0114,7/13/06,1-2 Miles,United States,California,90401,Santa Monica
21926,AW00021926,Melanie,Henderson,Melanie Henderson,7/15/71,S,F,melanie20@adventure-works.com,60000,0,0,Graduate Degree,Professional,0,1,7459 Davis Ave,292-555-0135,6/10/08,2-5 Miles,United States,Oregon,97071,Woodburn
28076,AW00028076,Logan,Williams,Logan Williams,11/12/71,S,M,logan51@adventure-works.com,110000,0,1,Graduate Degree,Management,0,2,9604 Ryan Rd.,310-555-0163,8/10/05,1-2 Miles,United States,California,94063,Redwood City
12310,AW00012310,Stacy,Munoz,Stacy Munoz,7/11/58,S,F,stacy8@adventure-works.com,130000,3,4,High School,Professional,0,4,1545 Bannock Ct.,1 (11) 500 555-0162,4/14/08,0-1 Miles,United Kingdom,England,GL7 1RY,Gloucestershire
19029,AW00019029,Alicia,Andersen,Alicia Andersen,8/13/61,M,F,alicia11@adventure-works.com,120000,2,4,High School,Professional,1,4,Rehstr 7777,1 (11) 500 555-0122,12/14/06,5-10 Miles,Germany,Hessen,13441,Berlin
21993,AW00021993,Craig,Sanz,Craig Sanz,9/20/68,M,M,craig19@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,1277 Argenta Dr.,1 (11) 500 555-0176,9/9/07,0-1 Miles,Australia,Victoria,3550,Bendigo
14250,AW00014250,Adam,Collins,Adam Collins,8/3/46,S,M,adam32@adventure-works.com,130000,2,3,Bachelors,Management,0,4,104 Hilltop Dr.,502-555-0184,3/2/08,0-1 Miles,United States,California,94519,Concord
28397,AW00028397,Cynthia,Rana,Cynthia Rana,11/6/70,M,F,cynthia16@adventure-works.com,40000,0,0,Bachelors,Professional,0,0,6149 Everett Court,1 (11) 500 555-0117,11/9/07,0-1 Miles,United Kingdom,England,NT20,Newcastle upon Tyne
16752,AW00016752,Mason,Wright,Mason Wright,2/27/77,S,M,mason42@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,1,1347 Palisade Court,296-555-0176,2/18/08,5-10 Miles,United States,California,90505,Torrance
23889,AW00023889,Sean,Carter,Sean Carter,4/27/69,S,M,sean42@adventure-works.com,50000,3,3,Bachelors,Skilled Manual,0,2,9817 Frisbie Court,614-555-0197,6/24/08,0-1 Miles,United States,Washington,99362,Walla Walla
15203,AW00015203,David,Lewis,David Lewis,9/17/61,M,M,david84@adventure-works.com,90000,2,0,Partial College,Professional,1,1,6660 Hill Top Rd.,505-555-0183,8/2/06,2-5 Miles,United States,California,90241,Downey
27761,AW00027761,Monica,Madan,Monica Madan,6/1/72,M,F,monica8@adventure-works.com,40000,0,0,Graduate Degree,Clerical,1,0,Postfach 8 77 8,1 (11) 500 555-0153,12/13/07,0-1 Miles,Germany,Saarland,12171,Berlin
18428,AW00018428,Alexis,Henderson,Alexis Henderson,2/21/57,S,F,alexis27@adventure-works.com,70000,3,0,Graduate Degree,Management,1,2,2481 Scottsdale Rd.,876-555-0144,6/10/08,1-2 Miles,United States,Oregon,97205,Portland
16082,AW00016082,Autumn,Zeng,Autumn Zeng,5/22/72,S,F,autumn21@adventure-works.com,70000,2,2,Bachelors,Skilled Manual,0,1,3884 Beauty Street,716-555-0157,12/29/07,0-1 Miles,United States,Washington,98225,Bellingham
25763,AW00025763,Hannah,Johnson,Hannah Johnson,11/3/72,M,F,hannah2@adventure-works.com,90000,4,4,Partial College,Skilled Manual,1,3,2672 Black Walnut,283-555-0135,7/22/08,1-2 Miles,United States,Washington,98312,Bremerton
15927,AW00015927,Gilbert,Huang,Gilbert Huang,12/4/60,S,M,gilbert5@adventure-works.com,120000,3,4,High School,Professional,1,4,Pflugstr 8515,1 (11) 500 555-0147,9/8/06,5-10 Miles,Germany,Saarland,12311,Berlin
21330,AW00021330,Isabella,Clark,Isabella Clark,10/4/58,S,F,isabella75@adventure-works.com,60000,2,0,Partial High School,Skilled Manual,1,2,5073 Clymer Ct.,283-555-0130,4/19/08,5-10 Miles,United States,California,94063,Redwood City
22964,AW00022964,Eric,Hayes,Eric Hayes,5/1/39,S,M,eric30@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,6991 Pembroke Dr,1 (11) 500 555-0162,11/28/07,5-10 Miles,Australia,Victoria,3977,Cranbourne
17341,AW00017341,Andy,Alonso,Andy Alonso,11/15/84,S,M,andy12@adventure-works.com,30000,0,0,High School,Skilled Manual,0,2,4082 Roslyn Road,795-555-0160,3/7/08,0-1 Miles,United States,Washington,98225,Bellingham
18503,AW00018503,Timothy,Peterson,Timothy Peterson,5/16/70,S,M,timothy6@adventure-works.com,150000,0,0,Bachelors,Management,0,1,6837 Pirate Lane,825-555-0169,7/28/08,5-10 Miles,United States,California,95062,Santa Cruz
13765,AW00013765,Jaime,Shen,Jaime Shen,8/11/72,M,M,jaime26@adventure-works.com,30000,1,0,Bachelors,Clerical,1,0,5170 Isabel Dr,1 (11) 500 555-0113,9/2/05,1-2 Miles,United Kingdom,England,W1N 9FA,London
19417,AW00019417,Alexis,Foster,Alexis Foster,10/8/63,M,F,alexis39@adventure-works.com,30000,0,0,Bachelors,Clerical,1,0,Brunnenstr 4422,1 (11) 500 555-0110,12/8/05,0-1 Miles,Germany,Hessen,60323,Frankfurt
16491,AW00016491,Christian,Garcia,Christian Garcia,4/19/83,S,M,christian52@adventure-works.com,70000,0,0,Partial College,Skilled Manual,1,2,2860 Brentwood Circle,172-555-0164,8/2/07,5-10 Miles,Canada,British Columbia,V9,Langford
28583,AW00028583,Ryan,Long,Ryan Long,2/25/58,M,M,ryan12@adventure-works.com,30000,1,0,High School,Clerical,1,1,4679 Duke Way,744-555-0163,10/20/05,2-5 Miles,United States,Washington,99362,Walla Walla
17574,AW00017574,Punya,Palit,Punya Palit,1/13/73,S,M,punya0@adventure-works.com,50000,2,2,Bachelors,Skilled Manual,0,0,5202 Shenandoah Dr.,164-555-0118,2/8/08,0-1 Miles,United States,California,90012,Los Angeles
24187,AW00024187,Daisy,Serrano,Daisy Serrano,2/8/64,S,F,daisy11@adventure-works.com,30000,3,0,Graduate Degree,Clerical,0,0,5253 Harris Court,1 (11) 500 555-0158,2/14/08,0-1 Miles,United Kingdom,England,AS23,Stoke-on-Trent
18607,AW00018607,Katherine,Taylor,Katherine Taylor,6/13/68,S,F,katherine79@adventure-works.com,60000,4,2,Bachelors,Skilled Manual,1,2,886 Panoramic Drive,809-555-0139,5/29/08,2-5 Miles,United States,Oregon,97045,Oregon City
12680,AW00012680,George,Sanchez,George Sanchez,7/2/76,S,M,george27@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,1779 Virginia Hills Dr,1 (11) 500 555-0179,8/24/06,10+ Miles,Australia,New South Wales,1002,Sydney
20074,AW00020074,Preston,Madan,Preston Madan,8/26/57,S,M,preston6@adventure-works.com,10000,2,1,High School,Manual,1,2,1828 Robinson Ave.,322-555-0174,4/18/08,1-2 Miles,United States,California,94519,Concord
18088,AW00018088,Seth,Stewart,Seth Stewart,1/23/52,M,M,seth91@adventure-works.com,60000,2,1,Bachelors,Management,0,0,9893 Oak Brook Place,863-555-0190,3/15/08,2-5 Miles,United States,California,91950,Lincoln Acres
13738,AW00013738,Jose,Young,Jose Young,3/25/60,M,M,jose53@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,1893 Cranbrook Way,430-555-0186,7/19/08,1-2 Miles,United States,California,90012,Los Angeles
21853,AW00021853,Stacy,Gutierrez,Stacy Gutierrez,1/18/55,M,F,stacy11@adventure-works.com,100000,3,4,Partial College,Professional,0,4,Lützowplatz 4642,1 (11) 500 555-0115,3/3/08,5-10 Miles,Germany,Saarland,66740,Saarlouis
21658,AW00021658,Jocelyn,Powell,Jocelyn Powell,9/18/67,M,F,jocelyn9@adventure-works.com,60000,3,2,Graduate Degree,Professional,1,0,5242 Miguel Drive,864-555-0118,6/6/07,2-5 Miles,Canada,British Columbia,V7L 4J4,Vancouver
26348,AW00026348,Logan,Moore,Logan Moore,3/13/69,M,M,logan59@adventure-works.com,50000,4,4,Bachelors,Skilled Manual,1,1,2096 Estudillo Street,880-555-0154,8/12/07,2-5 Miles,Canada,British Columbia,V9,Metchosin
27067,AW00027067,Jennifer,Rodriguez,Jennifer Rodriguez,4/11/77,S,F,jennifer47@adventure-works.com,60000,1,0,Graduate Degree,Skilled Manual,0,0,6005 Hackamore Lane,444-555-0139,2/21/07,0-1 Miles,United States,California,91977,Spring Valley
25943,AW00025943,Brianna,McDonald,Brianna McDonald,2/3/83,S,F,brianna55@adventure-works.com,70000,0,0,Partial College,Skilled Manual,0,2,5765 Mellowood St.,236-555-0183,12/13/05,0-1 Miles,United States,California,94947,Novato
25712,AW00025712,Brent,He,Brent He,8/16/83,S,M,brent18@adventure-works.com,20000,0,0,Bachelors,Clerical,1,0,1340 Starlyn Dr.,1 (11) 500 555-0138,1/30/06,0-1 Miles,Australia,Victoria,3977,Cranbourne
26580,AW00026580,Paige,Ramirez,Paige Ramirez,7/17/78,M,F,paige30@adventure-works.com,50000,0,0,High School,Skilled Manual,1,2,2317 Matchstick Drive,820-555-0189,7/6/08,5-10 Miles,United States,Oregon,97301,Salem
28301,AW00028301,Jasmine,Long,Jasmine Long,8/27/53,S,F,jasmine49@adventure-works.com,30000,4,0,High School,Professional,0,2,852 Santa Maria,911-555-0187,8/11/07,1-2 Miles,United States,California,92118,Coronado
15944,AW00015944,Damien,Lu,Damien Lu,5/12/68,M,M,damien9@adventure-works.com,90000,5,5,Partial College,Professional,1,3,8625 Olive Ave.,610-555-0128,5/9/07,0-1 Miles,United States,Washington,98312,Bremerton
20548,AW00020548,Phillip,Rodriguez,Phillip Rodriguez,11/2/61,M,M,phillip21@adventure-works.com,120000,2,4,High School,Professional,1,4,Wallstr 348,1 (11) 500 555-0169,10/5/06,5-10 Miles,Germany,Nordrhein-Westfalen,10501,Berlin
12203,AW00012203,Zachary,Hughes,Zachary Hughes,3/6/42,M,M,zachary10@adventure-works.com,120000,2,4,Graduate Degree,Management,1,3,7600 Showtime Court,136-555-0183,1/4/08,5-10 Miles,Canada,British Columbia,V6B 3P7,Port Hammond
23218,AW00023218,Alisha,Gao,Alisha Gao,5/25/82,S,F,alisha15@adventure-works.com,30000,0,0,High School,Manual,1,1,Hüttenstr 1295,1 (11) 500 555-0172,6/17/08,2-5 Miles,Germany,Bayern,85049,Ingolstadt
16107,AW00016107,Jordan,Edwards,Jordan Edwards,4/20/68,S,F,jordan30@adventure-works.com,50000,4,4,Bachelors,Skilled Manual,1,2,8982 Ricardo Drive,189-555-0154,11/15/07,2-5 Miles,United States,Washington,99362,Walla Walla
20247,AW00020247,Kristina,Lopez,Kristina Lopez,7/26/70,S,F,kristina17@adventure-works.com,100000,0,0,Bachelors,Professional,0,1,8477 Riverwood Circle,1 (11) 500 555-0164,4/7/06,2-5 Miles,Australia,Tasmania,7001,Hobart
11349,AW00011349,Mindy,Luo,Mindy Luo,9/3/58,M,F,mindy10@adventure-works.com,10000,2,0,Partial College,Manual,1,1,Brunnenstr 7566,1 (11) 500 555-0194,7/16/08,2-5 Miles,Germany,Hessen,80074,München
27378,AW00027378,Samantha,Lee,Samantha Lee,3/19/51,M,F,samantha23@adventure-works.com,30000,4,0,High School,Professional,1,2,3836 Birchbark Place,936-555-0162,4/16/08,5-10 Miles,Canada,British Columbia,V7L 4J4,N. Vancouver
20415,AW00020415,Evelyn,Sai,Evelyn Sai,6/16/53,M,F,evelyn6@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,2964 Holbrook Dr,1 (11) 500 555-0141,2/14/08,1-2 Miles,Australia,New South Wales,2065,St. Leonards
17444,AW00017444,Bailey,Cox,Bailey Cox,5/6/39,S,F,bailey8@adventure-works.com,50000,2,0,Graduate Degree,Management,1,2,4441 Carlisle Way,881-555-0175,12/15/07,1-2 Miles,United States,Washington,99362,Walla Walla
17717,AW00017717,Jeremiah,Miller,Jeremiah Miller,11/25/58,S,M,jeremiah0@adventure-works.com,10000,2,0,Partial College,Manual,1,1,5092 Crane Court,1 (11) 500 555-0183,1/23/07,0-1 Miles,United Kingdom,England,WA3,Watford
18273,AW00018273,Natalie,Moore,Natalie Moore,10/10/71,M,F,natalie75@adventure-works.com,90000,4,4,Bachelors,Professional,1,0,6701 Treat Blvd.,1 (11) 500 555-0115,11/28/05,1-2 Miles,Australia,Victoria,3000,Melbourne
20877,AW00020877,Richard,Ross,Richard Ross,10/13/72,S,M,richard60@adventure-works.com,30000,1,0,Bachelors,Clerical,1,0,"334, boulevard Beau Marchais",1 (11) 500 555-0128,3/21/08,1-2 Miles,France,Seine Saint Denis,93290,Tremblay-en-France
23719,AW00023719,Marcus,James,Marcus James,2/27/53,M,M,marcus73@adventure-works.com,40000,2,1,Partial High School,Skilled Manual,1,2,1318 Ramer Ct.,149-555-0163,7/16/08,10+ Miles,Canada,British Columbia,V8Z 4N5,Shawnee
24905,AW00024905,Kelsey,Nara,Kelsey Nara,10/22/77,M,F,kelsey15@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,8348 Holiday Hill Dr.,1 (11) 500 555-0129,11/3/06,10+ Miles,Australia,New South Wales,2300,Newcastle
14099,AW00014099,Rafael,Lin,Rafael Lin,11/24/43,M,M,rafael8@adventure-works.com,40000,2,0,Bachelors,Management,1,2,5265 Lorraine Ave.,1 (11) 500 555-0159,9/18/07,0-1 Miles,Australia,New South Wales,2444,Port Macquarie
28937,AW00028937,Tommy,Nath,Tommy Nath,4/15/77,S,M,tommy15@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,6076 Citrus Ave,1 (11) 500 555-0111,12/24/07,10+ Miles,Australia,Queensland,4000,Brisbane
12729,AW00012729,Jose,Perry,Jose Perry,5/16/83,S,M,jose31@adventure-works.com,30000,0,0,Partial College,Clerical,0,1,6416 Honey Court,1 (11) 500 555-0115,11/30/07,2-5 Miles,United Kingdom,England,PB12,Peterborough
25112,AW00025112,Suzanne,Zhu,Suzanne Zhu,10/18/72,M,F,suzanne15@adventure-works.com,60000,2,2,Bachelors,Professional,0,1,5741 Glen Wood Dr.,1 (11) 500 555-0156,4/7/07,0-1 Miles,Australia,New South Wales,2580,Goulburn
26431,AW00026431,Shaun,Rai,Shaun Rai,8/16/78,S,M,shaun18@adventure-works.com,60000,0,0,Bachelors,Professional,1,4,2308 Mi Casa Court,1 (11) 500 555-0140,6/17/08,10+ Miles,Australia,New South Wales,1597,Lane Cove
16109,AW00016109,Adam,Turner,Adam Turner,7/5/68,S,M,adam35@adventure-works.com,60000,4,2,Bachelors,Skilled Manual,1,2,9800 American Beauty Dr.,222-555-0116,4/27/08,2-5 Miles,Canada,British Columbia,V7L 4J4,N. Vancouver
21640,AW00021640,Charles,Cooper,Charles Cooper,4/7/68,M,M,charles57@adventure-works.com,60000,5,5,Bachelors,Skilled Manual,0,3,173 Soto St.,525-555-0159,1/21/08,2-5 Miles,United States,California,94015,Daly City
28045,AW00028045,Zachary,Thomas,Zachary Thomas,1/2/54,M,M,zachary41@adventure-works.com,40000,2,1,Partial High School,Skilled Manual,1,2,2262 Main Street,185-555-0113,3/10/08,10+ Miles,Canada,British Columbia,V2W 1W2,Haney
21809,AW00021809,Sydney,Thompson,Sydney Thompson,10/5/55,M,F,sydney77@adventure-works.com,60000,2,1,Partial College,Professional,1,2,973 Marvello Lane,756-555-0119,4/13/08,10+ Miles,United States,California,90712,Lakewood
22301,AW00022301,Abigail,Rodriguez,Abigail Rodriguez,9/13/67,M,F,abigail61@adventure-works.com,60000,3,2,Graduate Degree,Professional,1,0,7633 Stonehedge Dr.,771-555-0162,8/10/07,0-1 Miles,United States,California,90712,Lakewood
28015,AW00028015,Christian,Chen,Christian Chen,5/19/51,M,M,christian12@adventure-works.com,40000,4,0,High School,Professional,0,2,572 Coldwater Drive,277-555-0186,11/28/07,1-2 Miles,United States,Washington,98033,Kirkland
26911,AW00026911,Kristi,Gomez,Kristi Gomez,9/26/42,S,F,kristi41@adventure-works.com,30000,1,0,Graduate Degree,Clerical,0,0,9643 Willow Pass Road,1 (11) 500 555-0121,8/26/07,0-1 Miles,United Kingdom,England,SW19 3RU,London
12659,AW00012659,Damien,Chande,Damien Chande,3/17/52,M,M,damien31@adventure-works.com,80000,5,1,High School,Management,1,4,"57, avenue du Québec",1 (11) 500 555-0147,10/18/07,10+ Miles,France,Seine (Paris),75009,Paris
27877,AW00027877,Rebekah,Dominguez,Rebekah Dominguez,2/16/81,S,F,rebekah33@adventure-works.com,20000,0,0,Bachelors,Clerical,0,0,2028 Revision Dr.,1 (11) 500 555-0173,1/12/08,0-1 Miles,Australia,Victoria,3280,Warrnambool
13431,AW00013431,Bryan,James,Bryan James,8/3/60,M,M,bryan4@adventure-works.com,70000,3,2,Partial College,Professional,1,0,1278 Sunshine Dr.,580-555-0138,9/15/06,5-10 Miles,United States,Washington,98403,Tacoma
24323,AW00024323,Janet,Wright,Janet Wright,7/28/68,S,F,janet35@adventure-works.com,60000,5,5,Bachelors,Skilled Manual,1,3,8227 Myrtle Drive,518-555-0138,6/7/08,5-10 Miles,United States,California,91950,Lincoln Acres
27205,AW00027205,Erin,Murphy,Erin Murphy,10/1/58,M,F,erin19@adventure-works.com,30000,1,0,High School,Clerical,1,1,5949 Laurel Drive,164-555-0186,4/26/07,2-5 Miles,United States,California,92118,Coronado
17591,AW00017591,Spencer,Hughes,Spencer Hughes,3/4/74,M,M,spencer13@adventure-works.com,70000,4,0,Graduate Degree,Professional,1,0,3072 Gumwood Dr.,279-555-0138,5/30/08,2-5 Miles,United States,California,94704,Berkeley
19832,AW00019832,Sheila,Hernandez,Sheila Hernandez,11/25/65,M,F,sheila4@adventure-works.com,40000,4,3,High School,Skilled Manual,0,3,2100 Grant Street,202-555-0187,6/19/08,5-10 Miles,United States,California,91910,Chula Vista
12067,AW00012067,Aaron,Bryant,Aaron Bryant,11/14/48,S,M,aaron17@adventure-works.com,70000,4,0,Bachelors,Management,1,2,2325 Candywood Ct,754-555-0137,10/26/07,10+ Miles,United States,California,94063,Redwood City
20350,AW00020350,Isabella,Campbell,Isabella Campbell,2/2/59,M,F,isabella37@adventure-works.com,60000,2,0,High School,Professional,0,2,1986 Attic Rd.,678-555-0163,8/30/06,1-2 Miles,Canada,British Columbia,V8P,Oak Bay
12432,AW00012432,Nathan,Clark,Nathan Clark,7/25/59,M,M,nathan53@adventure-works.com,40000,1,0,Partial College,Clerical,1,1,342 Summerfield Dr.,809-555-0149,4/28/08,1-2 Miles,United States,California,91203,Glendale
